apicode,primary_screw,recip,sales_delivery_point
"49-019-26111","errill eadows","Bombsite","Fort Union"
"49-019-26112","errill eadows","Bombsite","Fort Union"
"49-019-26113","Glasair","Legacy","Fort Union"
"49-019-26115","Glasair","Legacy","Fort Union"
"49-019-26117","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-26118","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-26119","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-26127","Little Bear HP","Indian Creek","Fort Union"
"49-019-26129","Little Bear HP","Indian Creek","Fort Union"
"49-019-26131","Little Bear HP","Indian Creek","Fort Union"
"49-019-26132","Little Bear HP","Indian Creek","Fort Union"
"49-019-26134","Little Bear HP","Indian Creek","Fort Union"
"49-019-26135","Bruin","Bear Draw","Fort Union"
"49-019-26136","Bruin","Bear Draw","Fort Union"
"49-019-26137","Bruin","Bear Draw","Fort Union"
"49-019-26138","Bruin","Bear Draw","Fort Union"
"49-019-26139","Bruin","Bear Draw","Fort Union"
"49-019-26140","Bruin","Bear Draw","Fort Union"
"49-019-26141","Bruin","Bear Draw","Fort Union"
"49-019-26142","Bruin","Bear Draw","Fort Union"
"49-019-26146","Bruin","Bear Draw","Fort Union"
"49-019-26147","Bruin","Bear Draw","Fort Union"
"49-019-26148","Bruin","Bear Draw","Fort Union"
"49-019-26149","Bruin","Bear Draw","Fort Union"
"49-019-26150","Bruin","Bear Draw","Fort Union"
"49-019-26151","Bruin","Bear Draw","Fort Union"
"49-019-26152","Bruin","Bear Draw","Fort Union"
"49-019-26153","Bruin","Bear Draw","Fort Union"
"49-019-26154","Bruin","Bear Draw","Fort Union"
"49-019-26155","Bruin","Bear Draw","Fort Union"
"49-019-26156","Bruin","Bear Draw","Fort Union"
"49-019-26157","Bruin","Bear Draw","Fort Union"
"49-019-26159","Bruin","Bear Draw","Fort Union"
"49-019-26160","Bruin","Bear Draw","Fort Union"
"49-019-26161","Bruin","Bear Draw","Fort Union"
"49-019-26162","Bruin","Bear Draw","Fort Union"
"49-019-26163","Bruin","Bear Draw","Fort Union"
"49-019-26164","Bruin","Bear Draw","Fort Union"
"49-019-26166","Bruin","Bear Draw","Fort Union"
"49-019-26167","Bruin","Bear Draw","Fort Union"
"49-019-26168","Bruin","Bear Draw","Fort Union"
"49-019-26169","Bruin","Bear Draw","Fort Union"
"49-019-26170","Bruin","Bear Draw","Fort Union"
"49-019-26171","Bruin","Bear Draw","Fort Union"
"49-019-26172","Bruin","Bear Draw","Fort Union"
"49-019-26173","Bruin","Bear Draw","Fort Union"
"49-019-26174","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26175","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26176","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26177","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26185","errill eadows","Bombsite","Fort Union"
"49-019-26186","errill eadows","Bombsite","Fort Union"
"49-019-26204","Nile/Congo","Amazon/River","Fort Union"
"49-019-26208","Nichols","Bombsite","Fort Union"
"49-019-26209","Nichols","Bombsite","Fort Union"
"49-019-26215","Irvine","Fletcher/Tex","Fort Union"
"49-019-26216","Irvine","Fletcher/Tex","Fort Union"
"49-019-26217","Irvine","Fletcher/Tex","Fort Union"
"49-019-26218","Irvine","Fletcher/Tex","Fort Union"
"49-019-26219","Irvine","Fletcher/Tex","Fort Union"
"49-019-26220","Irvine","Fletcher/Tex","Fort Union"
"49-019-26221","Irvine","Fletcher/Tex","Fort Union"
"49-019-26222","Irvine","Fletcher/Tex","Fort Union"
"49-019-26223","Irvine","Fletcher/Tex","Fort Union"
"49-019-26224","Irvine","Fletcher/Tex","Fort Union"
"49-019-26225","Irvine","Fletcher/Tex","Fort Union"
"49-019-26226","Irvine","Fletcher/Tex","Fort Union"
"49-019-26227","Irvine","Fletcher/Tex","Fort Union"
"49-019-26228","Irvine","Fletcher/Tex","Fort Union"
"49-019-26229","Irvine","Fletcher/Tex","Fort Union"
"49-019-26230","Irvine","Fletcher/Tex","Fort Union"
"49-019-26231","Irvine","Fletcher/Tex","Fort Union"
"49-019-26232","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26233","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26234","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26235","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26236","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26237","Irvine","Fletcher/Tex","Fort Union"
"49-019-26238","Irvine","Fletcher/Tex","Fort Union"
"49-019-26239","Irvine","Fletcher/Tex","Fort Union"
"49-019-26240","Irvine","Fletcher/Tex","Fort Union"
"49-019-26241","Irvine","Fletcher/Tex","Fort Union"
"49-019-26242","Irvine","Fletcher/Tex","Fort Union"
"49-019-26243","Irvine","Fletcher/Tex","Fort Union"
"49-019-26244","Irvine","Fletcher/Tex","Fort Union"
"49-019-26245","Irvine","Fletcher/Tex","Fort Union"
"49-019-26246","Irvine","Fletcher/Tex","Fort Union"
"49-019-26247","Irvine","Fletcher/Tex","Fort Union"
"49-019-26248","Irvine","Fletcher/Tex","Fort Union"
"49-019-26250","Irvine","Fletcher/Tex","Fort Union"
"49-019-26251","Irvine","Fletcher/Tex","Fort Union"
"49-019-26252","Irvine","Fletcher/Tex","Fort Union"
"49-019-26253","Irvine","Fletcher/Tex","Fort Union"
"49-019-26254","Irvine","Fletcher/Tex","Fort Union"
"49-019-26255","Irvine","Fletcher/Tex","Fort Union"
"49-019-26256","Irvine","Fletcher/Tex","Fort Union"
"49-019-26257","Irvine","Fletcher/Tex","Fort Union"
"49-019-26258","Irvine","Fletcher/Tex","Fort Union"
"49-019-26259","Irvine","Fletcher/Tex","Fort Union"
"49-019-26260","Irvine","Fletcher/Tex","Fort Union"
"49-019-26261","Irvine","Fletcher/Tex","Fort Union"
"49-019-26262","Irvine","Fletcher/Tex","Fort Union"
"49-019-26263","Irvine","Fletcher/Tex","Fort Union"
"49-019-26264","Irvine","Fletcher/Tex","Fort Union"
"49-019-26265","Irvine","Fletcher/Tex","Fort Union"
"49-019-26266","Irvine","Fletcher/Tex","Fort Union"
"49-019-26268","Irvine","Fletcher/Tex","Fort Union"
"49-019-26269","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26270","Irvine","Fletcher/Tex","Fort Union"
"49-019-26271","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26272","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26273","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26274","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26275","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26276","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26277","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26278","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26279","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26280","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26281","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26282","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26283","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26284","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26285","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26286","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26287","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26288","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26289","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26290","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26291","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26292","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26293","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26294","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26295","Irvine","Fletcher/Tex","Fort Union"
"49-019-26296","Irvine","Fletcher/Tex","Fort Union"
"49-019-26297","Irvine","Fletcher/Tex","Fort Union"
"49-019-26298","Irvine","Fletcher/Tex","Fort Union"
"49-019-26299","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26300","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26301","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26302","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26303","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26304","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26305","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26306","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26307","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26308","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26309","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26310","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26311","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26312","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26313","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26314","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26315","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26316","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26317","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26318","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26319","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26320","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26321","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26322","Deer Gulch","Falcon","Fort Union"
"49-019-26324","Nichols","Bombsite","Fort Union"
"49-019-26426","Nichols","Bombsite","Fort Union"
"49-019-26434","errill eadows","Bombsite","Fort Union"
"49-019-26435","errill eadows","Bombsite","Fort Union"
"49-019-26436","Pebble Beach","Augusta","Fort Union"
"49-019-26443","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26444","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26445","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26457","errill eadows","Bombsite","Fort Union"
"49-019-26458","Nile/Congo","Amazon/River","Fort Union"
"49-019-26459","Nile/Congo","Amazon/River","Fort Union"
"49-019-26460","Nile/Congo","Amazon/River","Fort Union"
"49-019-26461","Nile/Congo","Amazon/River","Fort Union"
"49-019-26462","Jeff","CCF","Fort Union"
"49-019-26464","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-26469","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26470","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26471","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26472","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26473","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-26474","Austin","Fletcher/Tex","Fort Union"
"49-019-26475","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26476","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26479","Nile/Congo","Amazon/River","Fort Union"
"49-019-26481","Bruin","Bear Draw","Fort Union"
"49-019-26482","Bruin","Bear Draw","Fort Union"
"49-019-26483","Coal Gulch","Bear Draw","Fort Union"
"49-019-26484","Coal Gulch","Bear Draw","Fort Union"
"49-019-26486","Coal Gulch","Bear Draw","Fort Union"
"49-019-26488","Coal Gulch","Bear Draw","Fort Union"
"49-019-26489","Bruin","Bear Draw","Fort Union"
"49-019-26491","Coal Gulch","Bear Draw","Fort Union"
"49-019-26492","Coal Gulch","Bear Draw","Fort Union"
"49-019-26493","Coal Gulch","Bear Draw","Fort Union"
"49-019-26494","Coal Gulch","Bear Draw","Fort Union"
"49-019-26495","Coal Gulch","Bear Draw","Fort Union"
"49-019-26496","Coal Gulch","Bear Draw","Fort Union"
"49-019-26497","Coal Gulch","Bear Draw","Fort Union"
"49-019-26498","Coal Gulch","Bear Draw","Fort Union"
"49-019-26499","Coal Gulch","Bear Draw","Fort Union"
"49-019-26500","Coal Gulch","Bear Draw","Fort Union"
"49-019-26501","Coal Gulch","Bear Draw","Fort Union"
"49-019-26502","Coal Gulch","Bear Draw","Fort Union"
"49-019-26510","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-26511","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-26512","Kessler","Whiskey Draw","Fort Union"
"49-019-26513","Crow","Indian Creek","Fort Union"
"49-019-26514","Citation","Falcon","Fort Union"
"49-019-26515","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26516","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26517","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26518","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26519","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26520","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26521","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26522","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26523","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26524","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26525","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26526","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26527","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26528","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26529","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26530","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26531","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26532","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26533","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26534","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26535","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26537","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26538","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26539","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26540","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26541","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26542","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26543","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26544","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26545","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26546","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26547","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26548","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26549","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26551","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26552","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26554","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26555","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26556","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26557","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26558","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26559","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26561","Nile/Congo","Amazon/River","Fort Union"
"49-019-26562","Nile/Congo","Amazon/River","Fort Union"
"49-019-26568","Little Bear HP","Indian Creek","Fort Union"
"49-019-26569","Little Bear HP","Indian Creek","Fort Union"
"49-019-26570","Little Bear HP","Indian Creek","Fort Union"
"49-019-26571","Little Bear HP","Indian Creek","Fort Union"
"49-019-26572","Little Bear HP","Indian Creek","Fort Union"
"49-019-26573","Little Bear HP","Indian Creek","Fort Union"
"49-019-26574","Little Bear HP","Indian Creek","Fort Union"
"49-019-26630","Nile/Congo","Amazon/River","Fort Union"
"49-019-26644","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26645","Big Cat","Whiskey Draw","Fort Union"
"49-019-26652","Big Cat","Whiskey Draw","Fort Union"
"49-019-26653","Big Cat","Whiskey Draw","Fort Union"
"49-019-26654","Big Cat","Whiskey Draw","Fort Union"
"49-019-26655","Big Cat","Whiskey Draw","Fort Union"
"49-019-26656","Big Cat","Whiskey Draw","Fort Union"
"49-019-26686","Citation","Falcon","Fort Union"
"49-019-26687","Citation","Falcon","Fort Union"
"49-019-26689","Nile/Congo","Amazon/River","Fort Union"
"49-019-26691","Big Cat","Whiskey Draw","Fort Union"
"49-019-26692","Big Cat","Whiskey Draw","Fort Union"
"49-019-26693","Big Cat","Whiskey Draw","Fort Union"
"49-019-26694","Big Cat","Whiskey Draw","Fort Union"
"49-019-26695","Big Cat","Whiskey Draw","Fort Union"
"49-019-26696","Big Cat","Whiskey Draw","Fort Union"
"49-019-26697","Kessler","Whiskey Draw","Fort Union"
"49-019-26699","Kessler","Whiskey Draw","Fort Union"
"49-019-26700","Kessler","Whiskey Draw","Fort Union"
"49-019-26701","Big Cat","Whiskey Draw","Fort Union"
"49-019-26702","Big Cat","Whiskey Draw","Fort Union"
"49-019-26703","Big Cat","Whiskey Draw","Fort Union"
"49-019-26705","Big Cat","Whiskey Draw","Fort Union"
"49-019-26706","Big Cat","Whiskey Draw","Fort Union"
"49-019-26707","Big Cat","Whiskey Draw","Fort Union"
"49-019-26708","Kessler","Whiskey Draw","Fort Union"
"49-019-26710","Citation","Falcon","Fort Union"
"49-019-26711","Citation","Falcon","Fort Union"
"49-019-26712","Nichols","Bombsite","Fort Union"
"49-019-26713","Nichols","Bombsite","Fort Union"
"49-019-26718","Kessler","Whiskey Draw","Fort Union"
"49-019-26719","Big Cat","Whiskey Draw","Fort Union"
"49-019-26720","Big Cat","Whiskey Draw","Fort Union"
"49-019-26725","Nile/Congo","Amazon/River","Fort Union"
"49-019-26727","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26728","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26729","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26730","Nichols","Bombsite","Fort Union"
"49-019-26731","Nile/Congo","Amazon/River","Fort Union"
"49-019-26732","Bruin","Bear Draw","Fort Union"
"49-019-26735","Bruno","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26750","Winter Park","Vail","Fort Union"
"49-019-26753","Bruin","Bear Draw","Fort Union"
"49-019-26754","Bruin","Bear Draw","Fort Union"
"49-019-26755","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26757","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26759","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26761","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26764","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26766","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26767","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26770","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26771","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26774","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26775","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26778","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26780","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26781","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26784","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26785","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26787","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26790","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26791","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26794","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26795","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26797","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26799","Big Cat","Whiskey Draw","Fort Union"
"49-019-26801","Big Cat","Whiskey Draw","Fort Union"
"49-019-26802","Big Cat","Whiskey Draw","Fort Union"
"49-019-26803","Big Cat","Whiskey Draw","Fort Union"
"49-019-26813","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26825","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-26827","Coal Gulch","Bear Draw","Fort Union"
"49-019-26840","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-26883","Deer Gulch","Falcon","Fort Union"
"49-019-26884","Deer Gulch","Falcon","Fort Union"
"49-019-26885","Deer Gulch","Falcon","Fort Union"
"49-019-26887","Deer Gulch","Falcon","Fort Union"
"49-019-26888","Deer Gulch","Falcon","Fort Union"
"49-019-26898","Crow","Indian Creek","Fort Union"
"49-019-26899","ark","ark","Fort Union"
"49-019-26900","ark","ark","Fort Union"
"49-019-26901","ark","ark","Fort Union"
"49-019-26902","ark","ark","Fort Union"
"49-019-26903","ark","ark","Fort Union"
"49-019-26904","ark","ark","Fort Union"
"49-019-26905","ark","ark","Fort Union"
"49-019-26906","ark","ark","Fort Union"
"49-019-26907","ark","ark","Fort Union"
"49-019-26908","Jeff","CCF","Fort Union"
"49-019-26909","Jeff","CCF","Fort Union"
"49-019-26911","Jeff","CCF","Fort Union"
"49-019-26912","ark","ark","Fort Union"
"49-019-26913","ark","ark","Fort Union"
"49-019-26914","ark","ark","Fort Union"
"49-019-26915","ark","ark","Fort Union"
"49-019-26916","ark","ark","Fort Union"
"49-019-26917","ark","ark","Fort Union"
"49-019-26918","ark","ark","Fort Union"
"49-019-26919","ark","ark","Fort Union"
"49-019-26920","ark","ark","Fort Union"
"49-019-26921","ark","ark","Fort Union"
"49-019-26922","ark","ark","Fort Union"
"49-019-26923","ark","ark","Fort Union"
"49-019-26924","ark","ark","Fort Union"
"49-019-26926","ark","ark","Fort Union"
"49-019-26927","ark","ark","Fort Union"
"49-019-26928","ark","ark","Fort Union"
"49-019-26929","ark","ark","Fort Union"
"49-019-26930","ark","ark","Fort Union"
"49-019-26931","ark","ark","Fort Union"
"49-019-26932","ark","ark","Fort Union"
"49-019-26933","ark","ark","Fort Union"
"49-019-26934","ark","ark","Fort Union"
"49-019-26936","ark","ark","Fort Union"
"49-019-26963","Bruin","Bear Draw","Fort Union"
"49-019-26964","Bruin","Bear Draw","Fort Union"
"49-019-26965","Bruin","Bear Draw","Fort Union"
"49-019-26966","Bruin","Bear Draw","Fort Union"
"49-019-26967","Bruin","Bear Draw","Fort Union"
"49-019-26968","Bruin","Bear Draw","Fort Union"
"49-019-26969","Bruin","Bear Draw","Fort Union"
"49-019-26970","Bruin","Bear Draw","Fort Union"
"49-019-26971","Bruin","Bear Draw","Fort Union"
"49-019-26972","Bruin","Bear Draw","Fort Union"
"49-019-26974","Bruin","Bear Draw","Fort Union"
"49-019-26975","Bruin","Bear Draw","Fort Union"
"49-019-26977","Bruin","Bear Draw","Fort Union"
"49-019-26979","Bruin","Bear Draw","Fort Union"
"49-019-26981","Bruin","Bear Draw","Fort Union"
"49-019-26983","Bruin","Bear Draw","Fort Union"
"49-019-26984","Bruin","Bear Draw","Fort Union"
"49-019-26985","Bruin","Bear Draw","Fort Union"
"49-019-26986","Bruin","Bear Draw","Fort Union"
"49-019-26987","Bruin","Bear Draw","Fort Union"
"49-019-26988","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26989","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26990","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26991","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26992","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26993","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26994","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26995","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26997","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26998","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-26999","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-27000","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-27001","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-27002","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-27003","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-27004","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-27005","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-27016","Bruin","Bear Draw","Fort Union"
"49-019-27017","Bruin","Bear Draw","Fort Union"
"49-019-27021","Bruin","Bear Draw","Fort Union"
"49-019-27025","Bruin","Bear Draw","Fort Union"
"49-019-27027","Bruin","Bear Draw","Fort Union"
"49-019-27028","ark","ark","Fort Union"
"49-019-27029","ark","ark","Fort Union"
"49-019-27030","ark","ark","Fort Union"
"49-019-27031","ark","ark","Fort Union"
"49-019-27032","ark","ark","Fort Union"
"49-019-27033","ark","ark","Fort Union"
"49-019-27034","ark","ark","Fort Union"
"49-019-27035","ark","ark","Fort Union"
"49-019-27036","ark","ark","Fort Union"
"49-019-27037","ark","ark","Fort Union"
"49-019-27038","ark","ark","Fort Union"
"49-019-27039","ark","ark","Fort Union"
"49-019-27040","ark","ark","Fort Union"
"49-019-27041","ark","ark","Fort Union"
"49-019-27042","ark","ark","Fort Union"
"49-019-27043","ark","ark","Fort Union"
"49-019-27044","ark","ark","Fort Union"
"49-019-27045","ark","ark","Fort Union"
"49-019-27046","ark","ark","Fort Union"
"49-019-27047","ark","ark","Fort Union"
"49-019-27048","ark","ark","Fort Union"
"49-019-27049","ark","ark","Fort Union"
"49-019-27050","ark","ark","Fort Union"
"49-019-27051","ark","ark","Fort Union"
"49-019-27052","ark","ark","Fort Union"
"49-019-27053","ark","ark","Fort Union"
"49-019-27054","ark","ark","Fort Union"
"49-019-27055","ark","ark","Fort Union"
"49-019-27056","ark","ark","Fort Union"
"49-019-27057","ark","ark","Fort Union"
"49-019-27059","ark","ark","Fort Union"
"49-019-27060","Citation","Falcon","Fort Union"
"49-019-27061","Bruin","Bear Draw","Fort Union"
"49-019-27062","Bruin","Bear Draw","Fort Union"
"49-019-27063","Citation","Falcon","Fort Union"
"49-019-27064","Citation","Falcon","Fort Union"
"49-019-27065","Citation","Falcon","Fort Union"
"49-019-27066","Citation","Falcon","Fort Union"
"49-019-27067","Citation","Falcon","Fort Union"
"49-019-27068","Citation","Falcon","Fort Union"
"49-019-27069","Citation","Falcon","Fort Union"
"49-019-27070","Citation","Falcon","Fort Union"
"49-019-27071","Citation","Falcon","Fort Union"
"49-019-27089","ark","ark","Fort Union"
"49-019-27090","ark","ark","Fort Union"
"49-019-27091","ark","ark","Fort Union"
"49-019-27092","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27093","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27094","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27095","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27096","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27097","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27099","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27100","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27101","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27102","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27103","Jack Daniels","Whiskey Draw","Fort Union"
